run_id,git_commit,study_baseline_commit,runtime_commit,model_sha256,calibration_sha256,feature_schema_sha256,normalization_sha256,signature_policy_sha256,network_id,network_sha256,topology_class,random_seed,source_node,node_count,link_count,sensor_count,observation_count,perturbation_type,perturbation_level,top1_correct,top3_correct,reciprocal_rank,true_source_probability,conformal_truth_coverage,candidate_set_size,posterior_entropy,calibrated,ood_level,ood_components,disagreement_js,classical_belief,neural_belief,fused_belief,fusion_trust,evidence_sufficient,planning_allowed,control_action,suppression_reasons,sample_rounds,plans,import_ms,incident_creation_ms,analysis_ms,sampling_ms,reanalysis_ms,planning_ms,verification_ms,approval_ms,total_trajectory_ms,process_rss_before_mb,peak_process_rss_mb,process_rss_after_mb,exact_simulator_calls,final_status,outcome,error_class,invariants,runtime_mode
885033bb5787a8ac,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7101,J4,6,7,4,4,nominal,clean_operational,False,False,0.25,0.15640104484761014,True,4,1.829734965933682,False,CAUTION,"{""combined"": 0.25523958791079016, ""demand_shift"": 0.0, ""energy"": 0.5261979395539509, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.040279041680556044,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1833977109946161, ""J2"": 0.18639918371172476, ""J3"": 0.47380206044604906, ""J4"": 0.15640104484761014, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1833977109946161, ""J2"": 0.18639918371172476, ""J3"": 0.47380206044604906, ""J4"": 0.15640104484761014, ""R1"": 0.0, ""T1"": 0.0}",0.6646595536039497,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.1026420397683978, ""status"": ""STOP""}]",[],61.84601102722809,12.101014028303325,674.0548869711347,,,1.0929499985650182,,,752.7406709850766,719.44140625,798.65625,798.65625,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
790bcbc65fd81556,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7101,J4,6,7,4,4,nominal,clean_operational,False,False,0.25,0.15640104484761014,True,4,1.829734965933682,False,CAUTION,"{""combined"": 0.25523958791079016, ""demand_shift"": 0.0, ""energy"": 0.5261979395539509, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.040279041680556044,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1833977109946161, ""J2"": 0.18639918371172476, ""J3"": 0.47380206044604906, ""J4"": 0.15640104484761014, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1833977109946161, ""J2"": 0.18639918371172476, ""J3"": 0.47380206044604906, ""J4"": 0.15640104484761014, ""R1"": 0.0, ""T1"": 0.0}",0.6646595536039497,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.0526960249990225, ""status"": ""STOP""}]",[],63.66540398448706,10.57129999389872,145.33777598990127,,,1.0707670007832348,,,224.12882500793785,810.1796875,852.59375,846.18359375,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
29910b1b1eb8a42c,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7101,J4,6,7,4,4,nominal,clean_operational,False,False,0.25,0.15640104484761014,True,4,1.829734965933682,False,CAUTION,"{""combined"": 0.25523958791079016, ""demand_shift"": 0.0, ""energy"": 0.5261979395539509, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.040279041680556044,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1833977109946161, ""J2"": 0.18639918371172476, ""J3"": 0.47380206044604906, ""J4"": 0.15640104484761014, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1833977109946161, ""J2"": 0.18639918371172476, ""J3"": 0.47380206044604906, ""J4"": 0.15640104484761014, ""R1"": 0.0, ""T1"": 0.0}",0.6646595536039497,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.0365620255470276, ""status"": ""STOP""}]",[],64.35100798262283,11.754452949389815,150.89761500712484,,,1.0842850315384567,,,231.70832899631932,847.71875,880.55859375,879.1953125,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
69ea0e1e94757d71,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7102,J1,6,7,4,4,nominal,clean_operational,False,True,0.3333333333333333,0.18414995863871267,True,4,1.8303394813689506,False,CAUTION,"{""combined"": 0.25533285614352375, ""demand_shift"": 0.0, ""energy"": 0.5266642807176186, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.04014240196614664,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.18414995863871267, ""J2"": 0.1862634529312755, ""J3"": 0.4733357192823814, ""J4"": 0.1562508691476305, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.18414995863871267, ""J2"": 0.1862634529312755, ""J3"": 0.4733357192823814, ""J4"": 0.1562508691476305, ""R1"": 0.0, ""T1"": 0.0}",0.6685896309828059,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.0347270290367305, ""status"": ""STOP""}]",[],66.50933303171769,10.29105402994901,147.3440850386396,,,1.1069579632021487,,,228.7575639784336,877.72265625,916.07421875,913.38671875,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
9fc26ee81c366c3c,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7102,J1,6,7,4,4,nominal,clean_operational,False,True,0.3333333333333333,0.18414995863871267,True,4,1.8303394813689506,False,CAUTION,"{""combined"": 0.25533285614352375, ""demand_shift"": 0.0, ""energy"": 0.5266642807176186, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.04014240196614664,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.18414995863871267, ""J2"": 0.1862634529312755, ""J3"": 0.4733357192823814, ""J4"": 0.1562508691476305, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.18414995863871267, ""J2"": 0.1862634529312755, ""J3"": 0.4733357192823814, ""J4"": 0.1562508691476305, ""R1"": 0.0, ""T1"": 0.0}",0.6685896309828059,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.0269529884681106, ""status"": ""STOP""}]",[],67.45253095868975,10.192130983341485,147.69811101723462,,,1.0567170102149248,,,229.9232249497436,914.82421875,954.1328125,950.35546875,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
cde2934158c614a6,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7102,J1,6,7,4,4,nominal,clean_operational,False,True,0.3333333333333333,0.18414995863871267,True,4,1.8303394813689506,False,CAUTION,"{""combined"": 0.25533285614352375, ""demand_shift"": 0.0, ""energy"": 0.5266642807176186, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.04014240196614664,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.18414995863871267, ""J2"": 0.1862634529312755, ""J3"": 0.4733357192823814, ""J4"": 0.1562508691476305, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.18414995863871267, ""J2"": 0.1862634529312755, ""J3"": 0.4733357192823814, ""J4"": 0.1562508691476305, ""R1"": 0.0, ""T1"": 0.0}",0.6685896309828059,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.2332940241321921, ""status"": ""STOP""}]",[],68.40646598720923,10.579264024272561,149.81694798916578,,,1.182139036245644,,,233.6407289840281,948.375,985.6484375,984.3203125,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
02aac2617577fd5f,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7103,J2,6,7,4,4,nominal,clean_operational,False,True,0.5,0.186202865663723,True,4,1.8302066927676237,False,CAUTION,"{""combined"": 0.25531528421237587, ""demand_shift"": 0.0, ""energy"": 0.5265764210618793, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.04017379909801379,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1841820763002041, ""J2"": 0.186202865663723, ""J3"": 0.4734235789381207, ""J4"": 0.15619147909795225, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1841820763002041, ""J2"": 0.186202865663723, ""J3"": 0.4734235789381207, ""J4"": 0.15619147909795225, ""R1"": 0.0, ""T1"": 0.0}",0.6710731464803475,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.016492024064064, ""status"": ""STOP""}]",[],70.51065203268081,9.480595996137708,149.1141400183551,,,1.1294810101389885,,,233.61205699620768,985.8671875,1026.02734375,1024.83984375,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
790a2721ff53fec4,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7103,J2,6,7,4,4,nominal,clean_operational,False,True,0.5,0.186202865663723,True,4,1.8302066927676237,False,CAUTION,"{""combined"": 0.25531528421237587, ""demand_shift"": 0.0, ""energy"": 0.5265764210618793, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.04017379909801379,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1841820763002041, ""J2"": 0.186202865663723, ""J3"": 0.4734235789381207, ""J4"": 0.15619147909795225, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1841820763002041, ""J2"": 0.186202865663723, ""J3"": 0.4734235789381207, ""J4"": 0.15619147909795225, ""R1"": 0.0, ""T1"": 0.0}",0.6710731464803475,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.0709879570640624, ""status"": ""STOP""}]",[],237.99739795504138,9.675970009993762,288.0790230119601,,,1.1088330065831542,,,540.7233090372756,1020.19921875,1054.359375,1038.5234375,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
2e0bddc685be0b72,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7103,J2,6,7,4,4,nominal,clean_operational,False,True,0.5,0.186202865663723,True,4,1.8302066927676237,False,CAUTION,"{""combined"": 0.25531528421237587, ""demand_shift"": 0.0, ""energy"": 0.5265764210618793, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.04017379909801379,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1841820763002041, ""J2"": 0.186202865663723, ""J3"": 0.4734235789381207, ""J4"": 0.15619147909795225, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.1841820763002041, ""J2"": 0.186202865663723, ""J3"": 0.4734235789381207, ""J4"": 0.15619147909795225, ""R1"": 0.0, ""T1"": 0.0}",0.6710731464803475,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.0381740285083652, ""status"": ""STOP""}]",[],69.08740202197805,10.111375013366342,153.12920400174335,,,1.0848920210264623,,,236.9352380046621,1040.15234375,1080.30859375,1078.6796875,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
813fa0f1b64d2be7,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,e45f72cf730d3f12c13dbcb9403c64f185510173,2c7060fa7dd5149a05b9828124ddcd5f0d8b8bec,a501ad87bc39943c48c1a0ea5fc9b6d0807491b684b4423542acbdba712d16c7,829c167b267b3ce32f55559f3aec4b4933e337f3358e22e1f792a26b402f68fa,7ec97775e5f01f87ae62669146a7eb70958f99b1162a356614eb87220e9ddd09,e0808f21579b693f66e4edb5900e561bcf9c521e850d5c9d2428cb0db0fa1114,06e31d922261509c3aaae558262d3b5748b42a3a7bb26c4218a6e56acb686811,golden-reference,be87afc15834e215185fad504004fdd579c69dcc3030a60407b06e9e701458ef,governed_reference,7104,J2,6,7,4,4,nominal,clean_operational,False,True,0.5,0.18630749073633993,True,4,1.8300228192913726,False,CAUTION,"{""combined"": 0.25529429732510994, ""demand_shift"": 0.0, ""energy"": 0.5264714866255498, ""latent_distance"": 0.0, ""network_novelty"": 1.0, ""sensor_consistency"": 0.0}",0.040218794829841295,"{""J1"": 0.25, ""J2"": 0.25, ""J3"": 0.25, ""J4"": 0.25, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.184136986625601, ""J2"": 0.18630749073633993, ""J3"": 0.4735285133744503, ""J4"": 0.15602700926360863, ""R1"": 0.0, ""T1"": 0.0}","{""J1"": 0.184136986625601, ""J2"": 0.18630749073633993, ""J3"": 0.4735285133744503, ""J4"": 0.15602700926360863, ""R1"": 0.0, ""T1"": 0.0}",0.6711353983604531,False,False,REQUEST_SAMPLE,"[""CALIBRATION_INVALID_OR_MISSING"", ""CANDIDATE_REGION_TOO_BROAD"", ""OOD_CAUTION"", ""MODEL_EVIDENCE_INSUFFICIENT""]","[{""http_status"": 409, ""round"": 0, ""sampling_ms"": 1.1296749580651522, ""status"": ""STOP""}]",[],69.87109303008765,9.542137966491282,152.1279850276187,,,1.1021040263585746,,,236.24339298112318,1076.37109375,1109.6640625,1095.95703125,0,SAMPLING,SUPPRESSED,,"{""INV-1"": true, ""INV-10"": true, ""INV-2"": true, ""INV-3"": true, ""INV-4"": true, ""INV-5"": null, ""INV-6"": true, ""INV-7"": null, ""INV-8"": null, ""INV-9"": true}",FULL_HYBRID
